Watchtower ID: WT3030WFXSP, Postcode: 3030, Population Served: 16718, Watchtower Point of Contact Name: Adam Guess, x: 144.658381, y: -37.920393, Diameter of Cell: 0.133228
Watchtower ID: WT3276GCLGU, Postcode: 3276, Population Served: 482, Watchtower Point of Contact Name: John Malbon, x: 142.439285, y: -38.198940, Diameter of Cell: 0.297708
Watchtower ID: WT3695LTWEX, Postcode: 3695, Population Served: 471, Watchtower Point of Contact Name: Brian Manson, x: 147.128126, y: -36.430156, Diameter of Cell: 0.414044
Watchtower ID: WT3622PSQCL, Postcode: 3622, Population Served: 457, Watchtower Point of Contact Name: Michael Johnson, x: 144.869702, y: -36.285865, Diameter of Cell: 0.356427
Watchtower ID: WT3744AERRG, Postcode: 3744, Population Served: 453, Watchtower Point of Contact Name: Wanda Winger, x: 147.022604, y: -36.843450, Diameter of Cell: 0.434156
Watchtower ID: WT3865KWBMJ, Postcode: 3865, Population Served: 449, Watchtower Point of Contact Name: Danielle Zeigler, x: 147.471357, y: -37.787897, Diameter of Cell: 0.408066
Watchtower ID: WT3649NJHAF, Postcode: 3649, Population Served: 86, Watchtower Point of Contact Name: Catherine Ortiz, x: 145.704444, y: -36.125910, Diameter of Cell: 0.201170
Watchtower ID: WT3649FZBJW, Postcode: 3649, Population Served: 86, Watchtower Point of Contact Name: Randy Reis, x: 145.716630, y: -36.094671, Diameter of Cell: 0.094213
Watchtower ID: WT3649QHCBG, Postcode: 3649, Population Served: 86, Watchtower Point of Contact Name: Catherine Martinez, x: 145.741082, y: -36.080277, Diameter of Cell: 0.069276
Watchtower ID: WT3649VOFAD, Postcode: 3649, Population Served: 86, Watchtower Point of Contact Name: Robert Stephenson, x: 145.732068, y: -36.091295, Diameter of Cell: 0.059356
Watchtower ID: WT3649HAFSM, Postcode: 3649, Population Served: 86, Watchtower Point of Contact Name: Pauline Moye, x: 145.709781, y: -36.016821, Diameter of Cell: 0.266339
Watchtower ID: WT3287GNYUZ, Postcode: 3287, Population Served: 216, Watchtower Point of Contact Name: Gregory Robertson, x: 142.225903, y: -37.982341, Diameter of Cell: 0.272106
Watchtower ID: WT3287NEKVB, Postcode: 3287, Population Served: 216, Watchtower Point of Contact Name: Joel Simmons, x: 142.263050, y: -37.983481, Diameter of Cell: 0.318077
Watchtower ID: WT3239MBYZA, Postcode: 3239, Population Served: 212, Watchtower Point of Contact Name: Richard Ashby, x: 143.471248, y: -38.500938, Diameter of Cell: 0.273088
Watchtower ID: WT3239YKAGQ, Postcode: 3239, Population Served: 212, Watchtower Point of Contact Name: Juliet Squires, x: 143.445035, y: -38.600328, Diameter of Cell: 0.252848
Watchtower ID: WT3407PYOAR, Postcode: 3407, Population Served: 420, Watchtower Point of Contact Name: Gale Martin, x: 141.833246, y: -37.285964, Diameter of Cell: 0.657251
Watchtower ID: WT3597QYEPE, Postcode: 3597, Population Served: 138, Watchtower Point of Contact Name: Bill Boardman, x: 143.050158, y: -35.057894, Diameter of Cell: 0.588425
Watchtower ID: WT3597EWQEE, Postcode: 3597, Population Served: 138, Watchtower Point of Contact Name: Barbara Prater, x: 142.939599, y: -34.790552, Diameter of Cell: 0.303679
Watchtower ID: WT3597ERXFD, Postcode: 3597, Population Served: 138, Watchtower Point of Contact Name: Jeffrey Wassermann, x: 143.052184, y: -34.748220, Diameter of Cell: 0.357636
Watchtower ID: WT3954ZMCUG, Postcode: 3954, Population Served: 404, Watchtower Point of Contact Name: Virginia Craig, x: 145.945796, y: -38.592514, Diameter of Cell: 0.226293
Watchtower ID: WT3779GWEUZ, Postcode: 3779, Population Served: 197, Watchtower Point of Contact Name: Heather Hamilton, x: 145.959583, y: -37.592625, Diameter of Cell: 0.333625
Watchtower ID: WT3779NULEK, Postcode: 3779, Population Served: 197, Watchtower Point of Contact Name: Aida Kuhnle, x: 146.110809, y: -37.679519, Diameter of Cell: 0.378726
Watchtower ID: WT3886ESDHQ, Postcode: 3886, Population Served: 194, Watchtower Point of Contact Name: Grace Cheeseman, x: 148.468952, y: -37.742036, Diameter of Cell: 0.911221
Watchtower ID: WT3886TTZGX, Postcode: 3886, Population Served: 194, Watchtower Point of Contact Name: Andrew Gallaher, x: 148.454334, y: -37.760420, Diameter of Cell: 1.758234
Watchtower ID: WT3302YQSRD, Postcode: 3302, Population Served: 371, Watchtower Point of Contact Name: Janet Wuertz, x: 141.709031, y: -37.770416, Diameter of Cell: 0.326837
Watchtower ID: WT3760NWWQM, Postcode: 3760, Population Served: 123, Watchtower Point of Contact Name: Christina Barnes, x: 145.253763, y: -37.612225, Diameter of Cell: 0.082179
Watchtower ID: WT3760NSMCA, Postcode: 3760, Population Served: 123, Watchtower Point of Contact Name: Dave Harris, x: 145.279154, y: -37.623924, Diameter of Cell: 0.069667
Watchtower ID: WT3760OIPAO, Postcode: 3760, Population Served: 123, Watchtower Point of Contact Name: Donnie Washington, x: 145.284200, y: -37.605399, Diameter of Cell: 0.067179
Watchtower ID: WT3719TVVJM, Postcode: 3719, Population Served: 122, Watchtower Point of Contact Name: Brent Bautista, x: 145.686477, y: -37.031883, Diameter of Cell: 0.341729
Watchtower ID: WT3719OORYW, Postcode: 3719, Population Served: 122, Watchtower Point of Contact Name: Basil Perkins, x: 145.582281, y: -37.045991, Diameter of Cell: 0.169286
Watchtower ID: WT3719HLABD, Postcode: 3719, Population Served: 122, Watchtower Point of Contact Name: Alfred Too, x: 145.529859, y: -36.964845, Diameter of Cell: 0.240779
Watchtower ID: WT3395ZFRTI, Postcode: 3395, Population Served: 364, Watchtower Point of Contact Name: Eileen Smith, x: 142.228946, y: -35.890065, Diameter of Cell: 0.594459
Watchtower ID: WT3588WVCMU, Postcode: 3588, Population Served: 356, Watchtower Point of Contact Name: Lester Buford, x: 143.421795, y: -35.299755, Diameter of Cell: 0.298452
Watchtower ID: WT3475CCCXF, Postcode: 3475, Population Served: 172, Watchtower Point of Contact Name: Laura Martin, x: 143.574884, y: -36.851851, Diameter of Cell: 0.328695
Watchtower ID: WT3475GQDOE, Postcode: 3475, Population Served: 172, Watchtower Point of Contact Name: Stacy Tatsch, x: 143.469661, y: -36.668195, Diameter of Cell: 0.392655
Watchtower ID: WT3319JVPPC, Postcode: 3319, Population Served: 344, Watchtower Point of Contact Name: Brian Beebe, x: 141.225434, y: -37.012183, Diameter of Cell: 0.918615
Watchtower ID: WT3887NLNSJ, Postcode: 3887, Population Served: 342, Watchtower Point of Contact Name: Lorene Anderson, x: 147.960804, y: -37.762698, Diameter of Cell: 0.456510
Watchtower ID: WT3522OQJSC, Postcode: 3522, Population Served: 169, Watchtower Point of Contact Name: Michael Walston, x: 144.749409, y: -36.977427, Diameter of Cell: 0.205732
Watchtower ID: WT3522OJRGT, Postcode: 3522, Population Served: 169, Watchtower Point of Contact Name: Kathy Wilkerson, x: 144.743006, y: -36.973824, Diameter of Cell: 0.173113
Watchtower ID: WT3573ITNEH, Postcode: 3573, Population Served: 111, Watchtower Point of Contact Name: Sarah Batts, x: 144.413436, y: -36.253514, Diameter of Cell: 0.229960
Watchtower ID: WT3573DPVGU, Postcode: 3573, Population Served: 111, Watchtower Point of Contact Name: Wiley Palmer, x: 144.150092, y: -36.123180, Diameter of Cell: 0.349567
Watchtower ID: WT3573USMYF, Postcode: 3573, Population Served: 111, Watchtower Point of Contact Name: Mamie Jimenez, x: 144.473074, y: -36.291285, Diameter of Cell: 0.179318
Watchtower ID: WT3890YMWXJ, Postcode: 3890, Population Served: 324, Watchtower Point of Contact Name: Floyd Lopez, x: 149.264977, y: -37.448441, Diameter of Cell: 1.332969
Watchtower ID: WT3873DKJEX, Postcode: 3873, Population Served: 80, Watchtower Point of Contact Name: David Whitaker, x: 146.683444, y: -38.274620, Diameter of Cell: 0.230386
Watchtower ID: WT3873TVISD, Postcode: 3873, Population Served: 80, Watchtower Point of Contact Name: Joseph Richard, x: 146.743667, y: -38.244476, Diameter of Cell: 0.127067
Watchtower ID: WT3873ESEXR, Postcode: 3873, Population Served: 80, Watchtower Point of Contact Name: James Nardone, x: 146.732435, y: -38.268623, Diameter of Cell: 0.170357
Watchtower ID: WT3873JWNLL, Postcode: 3873, Population Served: 80, Watchtower Point of Contact Name: Philip Sanchez, x: 146.764253, y: -38.248739, Diameter of Cell: 0.278537
Watchtower ID: WT3979RQAKR, Postcode: 3979, Population Served: 160, Watchtower Point of Contact Name: Joe Wilson, x: 145.631024, y: -38.497423, Diameter of Cell: 0.195632
Watchtower ID: WT3979UJRXF, Postcode: 3979, Population Served: 160, Watchtower Point of Contact Name: David Behrens, x: 145.619447, y: -38.427539, Diameter of Cell: 0.155151
Watchtower ID: WT3430SRBOM, Postcode: 3430, Population Served: 320, Watchtower Point of Contact Name: Deidre Blain, x: 144.717824, y: -37.450028, Diameter of Cell: 0.131191
Watchtower ID: WT3571ITSUB, Postcode: 3571, Population Served: 318, Watchtower Point of Contact Name: Francis Orphey, x: 144.168835, y: -36.348755, Diameter of Cell: 0.290665
Watchtower ID: WT3387TTBDC, Postcode: 3387, Population Served: 312, Watchtower Point of Contact Name: James Cunningham, x: 143.019135, y: -36.984570, Diameter of Cell: 0.408036
Watchtower ID: WT3254RXAVL, Postcode: 3254, Population Served: 310, Watchtower Point of Contact Name: Amy Pugh, x: 143.543871, y: -38.308515, Diameter of Cell: 0.328477
Watchtower ID: WT3833BOMRB, Postcode: 3833, Population Served: 307, Watchtower Point of Contact Name: Margie Green, x: 146.116664, y: -37.957269, Diameter of Cell: 0.304255
Watchtower ID: WT3293SQKBY, Postcode: 3293, Population Served: 100, Watchtower Point of Contact Name: Shawn Clark, x: 142.648082, y: -37.825566, Diameter of Cell: 0.359054
Watchtower ID: WT3293OKFUP, Postcode: 3293, Population Served: 100, Watchtower Point of Contact Name: Linda Cook, x: 142.649180, y: -37.689503, Diameter of Cell: 0.405890
Watchtower ID: WT3293BUTCN, Postcode: 3293, Population Served: 100, Watchtower Point of Contact Name: Micheal Henriquez, x: 142.413659, y: -37.730034, Diameter of Cell: 0.330429
Watchtower ID: WT3412EUBAQ, Postcode: 3412, Population Served: 149, Watchtower Point of Contact Name: Cynthia Nicoletti, x: 141.522495, y: -36.791929, Diameter of Cell: 0.625703
Watchtower ID: WT3412CTRWX, Postcode: 3412, Population Served: 149, Watchtower Point of Contact Name: Ashley Bentley, x: 141.421255, y: -36.618835, Diameter of Cell: 1.077405
Watchtower ID: WT3709NIYXZ, Postcode: 3709, Population Served: 145, Watchtower Point of Contact Name: William Stevens, x: 147.822205, y: -35.997593, Diameter of Cell: 3.314552
Watchtower ID: WT3709SKIHY, Postcode: 3709, Population Served: 145, Watchtower Point of Contact Name: Johnetta Jackson, x: 147.589459, y: -35.988109, Diameter of Cell: 2.473847
Watchtower ID: WT3468HOPGM, Postcode: 3468, Population Served: 286, Watchtower Point of Contact Name: Melissa Cole, x: 143.468792, y: -37.250515, Diameter of Cell: 0.263888
Watchtower ID: WT3329YEZVS, Postcode: 3329, Population Served: 142, Watchtower Point of Contact Name: Nina Johnson, x: 144.001918, y: -37.918195, Diameter of Cell: 0.194893
Watchtower ID: WT3329RYDXT, Postcode: 3329, Population Served: 142, Watchtower Point of Contact Name: Dean Hicks, x: 143.879565, y: -38.039002, Diameter of Cell: 0.312612
Watchtower ID: WT3562YUGDU, Postcode: 3562, Population Served: 279, Watchtower Point of Contact Name: Micah Rodriguez, x: 144.458880, y: -36.055118, Diameter of Cell: 0.439910
Watchtower ID: WT3310PQUBW, Postcode: 3310, Population Served: 276, Watchtower Point of Contact Name: Bessie Simons, x: 141.488324, y: -37.743588, Diameter of Cell: 0.571217
Watchtower ID: WT3958YCZYE, Postcode: 3958, Population Served: 272, Watchtower Point of Contact Name: Wm Denton, x: 146.020103, y: -38.695457, Diameter of Cell: 0.205761
Watchtower ID: WT3789TMNJY, Postcode: 3789, Population Served: 265, Watchtower Point of Contact Name: Roger Spencer, x: 145.350011, y: -37.876337, Diameter of Cell: 0.038259
Watchtower ID: WT3755OIDFJ, Postcode: 3755, Population Served: 252, Watchtower Point of Contact Name: Diana Taylor, x: 145.153582, y: -37.558492, Diameter of Cell: 0.085674
Watchtower ID: WT3270DXNQH, Postcode: 3270, Population Served: 123, Watchtower Point of Contact Name: Sabrina Brantley, x: 142.866522, y: -38.552329, Diameter of Cell: 0.382249
Watchtower ID: WT3270VYPYQ, Postcode: 3270, Population Served: 123, Watchtower Point of Contact Name: Raymond Sutton, x: 142.831829, y: -38.614118, Diameter of Cell: 0.958627
Watchtower ID: WT3832NHOOV, Postcode: 3832, Population Served: 247, Watchtower Point of Contact Name: Bryan Warren, x: 146.015441, y: -37.934246, Diameter of Cell: 0.260690
Watchtower ID: WT3738LQTCS, Postcode: 3738, Population Served: 219, Watchtower Point of Contact Name: James Wareham, x: 146.779931, y: -36.577722, Diameter of Cell: 0.399779
Watchtower ID: WT3238BOTYW, Postcode: 3238, Population Served: 72, Watchtower Point of Contact Name: Bernard Jackson, x: 143.567776, y: -38.625837, Diameter of Cell: 0.295242
Watchtower ID: WT3238EGMOA, Postcode: 3238, Population Served: 72, Watchtower Point of Contact Name: George Brown, x: 143.338721, y: -38.799581, Diameter of Cell: 0.658239
Watchtower ID: WT3238MCUPV, Postcode: 3238, Population Served: 72, Watchtower Point of Contact Name: Nellie Banks, x: 143.561968, y: -38.829424, Diameter of Cell: 0.603936
Watchtower ID: WT3330SFSQV, Postcode: 3330, Population Served: 217, Watchtower Point of Contact Name: Alyssa Johnson, x: 143.806665, y: -37.972464, Diameter of Cell: 0.319079
Watchtower ID: WT3864DBQMJ, Postcode: 3864, Population Served: 217, Watchtower Point of Contact Name: Geraldine Martinez, x: 147.352977, y: -37.925240, Diameter of Cell: 0.241260
Watchtower ID: WT3733ZRFXX, Postcode: 3733, Population Served: 215, Watchtower Point of Contact Name: John Horton, x: 146.434184, y: -36.788383, Diameter of Cell: 0.543888
Watchtower ID: WT3237XOZIG, Postcode: 3237, Population Served: 107, Watchtower Point of Contact Name: Barbara Watson, x: 143.622943, y: -38.700689, Diameter of Cell: 0.197443
Watchtower ID: WT3237WECQF, Postcode: 3237, Population Served: 107, Watchtower Point of Contact Name: Pedro Mcleod, x: 143.692069, y: -38.758561, Diameter of Cell: 0.569831
Watchtower ID: WT3583QHCKS, Postcode: 3583, Population Served: 209, Watchtower Point of Contact Name: Cynthia Brewer, x: 143.668599, y: -35.529923, Diameter of Cell: 0.335339
Watchtower ID: WT3946JOFXE, Postcode: 3946, Population Served: 104, Watchtower Point of Contact Name: Jan Goodrich, x: 145.719296, y: -38.437645, Diameter of Cell: 0.170773
Watchtower ID: WT3946CHDDQ, Postcode: 3946, Population Served: 104, Watchtower Point of Contact Name: Mary Johnson, x: 145.782675, y: -38.436394, Diameter of Cell: 0.126821
Watchtower ID: WT3375ORFQU, Postcode: 3375, Population Served: 104, Watchtower Point of Contact Name: Heidi Limon, x: 143.260000, y: -37.458803, Diameter of Cell: 0.195290
Watchtower ID: WT3375LAJLR, Postcode: 3375, Population Served: 104, Watchtower Point of Contact Name: Emma Boatwright, x: 143.298012, y: -37.372201, Diameter of Cell: 0.344705
Watchtower ID: WT3292RYQHY, Postcode: 3292, Population Served: 190, Watchtower Point of Contact Name: Neal Martenez, x: 141.213407, y: -38.139989, Diameter of Cell: 0.290340
Watchtower ID: WT3234WWIFA, Postcode: 3234, Population Served: 90, Watchtower Point of Contact Name: Latanya Hurst, x: 143.753179, y: -38.613628, Diameter of Cell: 0.284770
Watchtower ID: WT3234FPGRT, Postcode: 3234, Population Served: 90, Watchtower Point of Contact Name: Erin Sanchez, x: 143.871282, y: -38.702684, Diameter of Cell: 0.912675
Watchtower ID: WT3391MXURJ, Postcode: 3391, Population Served: 171, Watchtower Point of Contact Name: Vivian Holmes, x: 142.584706, y: -36.069616, Diameter of Cell: 0.506926
Watchtower ID: WT3581BHSJW, Postcode: 3581, Population Served: 56, Watchtower Point of Contact Name: Paul Peterson, x: 143.753510, y: -35.546286, Diameter of Cell: 0.280556
Watchtower ID: WT3581ARKZP, Postcode: 3581, Population Served: 56, Watchtower Point of Contact Name: Michael Auerswald, x: 143.826313, y: -35.554401, Diameter of Cell: 0.424339
Watchtower ID: WT3581IXSCV, Postcode: 3581, Population Served: 56, Watchtower Point of Contact Name: April Long, x: 143.843955, y: -35.581773, Diameter of Cell: 0.867803
Watchtower ID: WT3572UOOQX, Postcode: 3572, Population Served: 75, Watchtower Point of Contact Name: Britt Williams, x: 144.305823, y: -36.314795, Diameter of Cell: 0.278287
Watchtower ID: WT3572QKNMX, Postcode: 3572, Population Served: 75, Watchtower Point of Contact Name: Bobbie Alexander, x: 144.232972, y: -36.375495, Diameter of Cell: 0.213673
Watchtower ID: WT3900UYGLE, Postcode: 3900, Population Served: 149, Watchtower Point of Contact Name: Denise Russell, x: 147.597271, y: -36.739599, Diameter of Cell: 0.770676
Watchtower ID: WT3273HFRKB, Postcode: 3273, Population Served: 143, Watchtower Point of Contact Name: Annie Hastings, x: 142.684153, y: -37.993411, Diameter of Cell: 0.250282
Watchtower ID: WT3491DTDPG, Postcode: 3491, Population Served: 133, Watchtower Point of Contact Name: George Olsen, x: 142.197085, y: -35.552683, Diameter of Cell: 0.578080
Watchtower ID: WT3599BUOIB, Postcode: 3599, Population Served: 33, Watchtower Point of Contact Name: Angela Jackson, x: 143.178728, y: -34.774499, Diameter of Cell: 0.366918
Watchtower ID: WT3599SCILO, Postcode: 3599, Population Served: 33, Watchtower Point of Contact Name: Bernadette Macaraeg, x: 143.015774, y: -34.788118, Diameter of Cell: 0.211167
Watchtower ID: WT3599SSPTZ, Postcode: 3599, Population Served: 33, Watchtower Point of Contact Name: Jack Taylor, x: 143.205114, y: -34.710206, Diameter of Cell: 1.880005
Watchtower ID: WT3599DVPAN, Postcode: 3599, Population Served: 33, Watchtower Point of Contact Name: Rebecca Rigsby, x: 143.197533, y: -34.705061, Diameter of Cell: 1.033355
Watchtower ID: WT3607QVZKZ, Postcode: 3607, Population Served: 131, Watchtower Point of Contact Name: Ellen Gipson, x: 145.160920, y: -36.821093, Diameter of Cell: 0.283727
